DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,PLOT,REPLICATE,BURN,MOW,NUTRIENT,LVGRASS,FORBS,CUYRDD,PRYRDD,WOODY,COMMENTS
PBB01,1,2011,9,23,11,b,b,m,n+p,62.98,0,0,0,0,
PBB01,1,2011,9,23,12,a,b,m,n,157.13,0,0,0,0,all B.bladhii
PBB01,1,2011,9,23,12,b,b,m,n,143.62,0,0,0,0,all B.bladhii
PBB01,1,2011,9,23,13,a,b,u,c,64.55,2.21,0,0,0,grass=some B.bladhii
PBB01,1,2011,9,23,13,b,b,u,c,99.45,0.27,0,0,0,grass=B.bladhii
PBB01,1,2011,9,23,14,a,b,u,p,23.82,0.93,0,0,0,
PBB01,1,2011,9,23,14,b,b,u,p,22.98,3.23,0,0,0,
PBB01,1,2011,9,23,15,a,b,u,n+p,90.51,1.13,0,0,0,
PBB01,1,2011,9,23,15,b,b,u,n+p,61.07,11.99,0,0,0,
PBB01,1,2011,9,23,16,a,b,u,n,98.15,0,0,0,0,
PBB01,1,2011,9,23,16,b,b,u,n,72.32,4.77,0,0,0,forb=leaves only
PBB01,1,2011,9,23,17,a,u,u,n+p,0.73,167.59,0,94.45,0,forb=goldenrod
PBB01,1,2011,9,23,17,b,u,u,n+p,0,8.18,0,29.41,0,
PBB01,1,2011,9,23,18,a,u,u,n,13.74,0,0,43.56,0,
PBB01,1,2011,9,23,18,b,u,u,n,4.72,45.39,0,64.31,0,
PBB01,1,2011,9,23,19,a,u,u,p,19.48,9.02,0,48.46,0,
PBB01,1,2011,9,23,19,b,u,u,p,18.94,20.75,0,61.25,0,
PBB01,1,2011,9,23,20,a,u,u,c,21.69,3.23,0,49.75,0,
PBB01,1,2011,9,23,20,b,u,u,c,18.16,11.91,0,80.28,0,
PBB01,1,2011,9,23,21,a,u,m,n+p,29.43,80.31,0,47.7,0,
PBB01,1,2011,9,23,21,b,u,m,n+p,54.48,3.59,0,45.5,0,
PBB01,1,2011,9,23,22,a,u,m,n,9.73,39.13,0,168.48,0,
PBB01,1,2011,9,23,22,b,u,m,n,1.11,26.11,0,58.74,0,
PBB01,1,2011,9,23,23,a,u,m,p,63.13,2.03,0,29.64,0,
PBB01,1,2011,9,23,23,b,u,m,p,32.36,0,0,47.59,0,
PBB01,1,2011,9,23,24,a,u,m,c,24.9,7.65,0,74.45,0,grass=some B.bladhii
PBB01,1,2011,9,23,24,b,u,m,c,12.88,21.85,0,53.59,0,
PBB01,1,2011,9,23,25,a,b,u,c,41.2,1.48,0,0,0,
PBB01,1,2011,9,23,25,b,b,u,c,16.21,8.24,0,0,0,
PBB01,1,2011,9,23,26,a,b,u,n+p,91.94,38.1,0,0,0,grass=all B.bladhii
PBB01,1,2011,9,23,26,b,b,u,n+p,120.95,3.76,0,0,0,grass=some B.bladhii
PBB01,1,2011,9,23,27,a,b,u,p,45.65,7.57,0,0,0,
PBB01,1,2011,9,23,27,b,b,u,p,53.48,0,0,0,0,
PBB01,1,2011,9,23,28,a,b,u,n,97.77,0,0,0,0,
PBB01,1,2011,9,23,28,b,b,u,n,62.76,68.04,0,0,0,forb=sunflower
PBB01,1,2011,9,23,29,a,b,m,c,86.53,0,0,0,0,some B.bladhii
PBB01,1,2011,9,23,29,b,b,m,c,73.19,0,0,0,0,all B.bladhii
PBB01,1,2011,9,23,30,a,b,m,n+p,47.11,2.44,0,0,0,
PBB01,1,2011,9,23,30,b,b,m,n+p,68.73,25.69,0,0,0,
PBB01,1,2011,9,23,31,a,b,m,p,43.89,0.55,0,0,0,grass=B.bladhii
PBB01,1,2011,9,23,31,b,b,m,p,62.25,0.43,0,0,0,grass=some B.bladhii
PBB01,1,2011,9,23,32,a,b,m,n,98.28,0.2,0,0,0,
PBB01,1,2011,9,23,32,b,b,m,n,57.71,0,0,0,0,
PBB01,1,2011,9,23,33,a,u,m,n+p,5.77,9.1,0,17.41,0,
PBB01,1,2011,9,23,33,b,u,m,n+p,19.48,3.19,0,36.79,0,
PBB01,1,2011,9,23,34,a,u,m,c,19.98,2.08,0,131.96,0,
PBB01,1,2011,9,23,34,b,u,m,c,35.37,2.03,0,54.66,0,
PBB01,1,2011,9,23,35,a,u,m,p,42.47,0,0,64.14,0,all B.bladhii
PBB01,1,2011,9,23,35,b,u,m,p,25,0,0,58.63,0,B.bladhii
PBB01,1,2011,9,23,36,a,u,m,n,4.26,0,0,55.83,0,B.bladhii
PBB01,1,2011,9,23,36,b,u,m,n,54.43,0,0,77.93,0,B.bladhii
PBB01,1,2011,9,23,37,a,u,u,n+p,1.32,46.07,0,56.45,0,
PBB01,1,2011,9,23,37,b,u,u,n+p,33.8,1.97,0,53.33,0,
PBB01,1,2011,9,23,38,a,u,u,c,16.81,0,0,29.76,0,
PBB01,1,2011,9,23,38,b,u,u,c,0.17,0,0,48.73,240.04,woody=dogwood
PBB01,1,2011,9,23,39,a,u,u,p,27.62,0,0,48.26,6.55,
PBB01,1,2011,9,23,39,b,u,u,p,16.74,6.48,0,75.25,12.02,
PBB01,1,2011,9,23,40,a,u,u,n,0,0,0,1.76,11.12,
PBB01,1,2011,9,23,40,b,u,u,n,0,0,0,29.01,177.91,woody=dogwood
PBB01,1,2011,9,23,41,a,b,u,n,95.18,0,0,0,0,
PBB01,1,2011,9,23,41,b,b,u,n,74.19,0,0,0,0,
PBB01,1,2011,9,23,42,a,b,u,c,59.49,0.19,0,0,0,
PBB01,1,2011,9,23,42,b,b,u,c,48.88,0,0,0,0,some B.bladhii
PBB01,1,2011,9,23,43,a,b,u,p,38.78,0,0,0,0,some B.bladhii
PBB01,1,2011,9,23,43,b,b,u,p,43.92,0,0,0,0,some B.bladhii
PBB01,1,2011,9,23,44,a,b,u,n+p,172.66,0,0,0,0,
PBB01,1,2011,9,23,44,b,b,u,n+p,27.3,0,0,0,0,
PBB01,1,2011,9,23,45,a,b,m,n,94.21,0,0,0,0,
PBB01,1,2011,9,23,45,b,b,m,n,92.76,0,0,0,0,
PBB01,1,2011,9,23,46,a,b,m,c,32.11,1.04,0,0,0,
PBB01,1,2011,9,23,46,b,b,m,c,14.64,1.05,0,0,0,
PBB01,1,2011,9,23,47,a,b,m,p,42.21,7.14,0,0,0,grass=all B.bladhii
PBB01,1,2011,9,23,47,b,b,m,p,37.78,0,0,0,0,grass=all B.bladhii
PBB01,1,2011,9,23,48,a,b,m,n+p,173.04,0,0,0,0,grass=all B.bladhii
PBB01,1,2011,9,23,48,b,b,m,n+p,104.16,0,0,0,0,grass=all B.bladhii
PBB01,1,2011,9,23,49,a,b,m,n+p,48.23,0,0,0,0,
PBB01,1,2011,9,23,49,b,b,m,n+p,114.01,0.64,0,0,0,
PBB01,1,2011,9,23,50,a,b,m,n,61.38,0,0,0,0,
PBB01,1,2011,9,23,50,b,b,m,n,107.4,0,0,0,0,
PBB01,1,2011,9,23,51,a,b,m,p,25.91,0.19,0,0,0,some B.bladhii
PBB01,1,2011,9,23,51,b,b,m,p,42.65,0,0,0,0,all B.bladhii
PBB01,1,2011,9,23,52,a,b,m,c,60.65,0.27,0,0,0,all B.bladhii
PBB01,1,2011,9,23,52,b,b,m,c,70.1,0.62,0,0,0,all B.bladhii
PBB01,1,2011,9,23,53,a,b,u,n+p,95.22,0,0,0,0,
PBB01,1,2011,9,23,53,b,b,u,n+p,106.23,0,0,0,0,
PBB01,1,2011,9,23,54,a,b,u,n,74.21,0,0,0,0,
PBB01,1,2011,9,23,54,b,b,u,n,131.7,0,0,0,0,
PBB01,1,2011,9,23,55,a,b,u,p,47.52,0.76,0,0,0,some B.bladhii
PBB01,1,2011,9,23,55,b,b,u,p,40.39,2.61,0,0,0,
PBB01,1,2011,9,23,56,a,b,u,c,39.54,3.53,0,0,0,
PBB01,1,2011,9,23,56,b,b,u,c,69.94,7.3,0,0,0,
PBB01,1,2011,9,23,57,a,u,u,c,6.14,4.81,0,44.43,0,
PBB01,1,2011,9,23,57,b,u,u,c,0,0,0,33.1,52.08,
PBB01,1,2011,9,23,58,a,u,u,n+p,0,5.94,0,56.52,0,
PBB01,1,2011,9,23,58,b,u,u,n+p,10.3,0.44,0,68.43,0,
PBB01,1,2011,9,23,59,a,u,u,p,0.25,0,0,23.9,40.08,
PBB01,1,2011,9,23,59,b,u,u,p,0,0,0,14.55,1.59,
PBB01,1,2011,9,23,60,a,u,u,n,2.76,0,0,46.93,5.35,
PBB01,1,2011,9,23,60,b,u,u,n,1.71,0,0,55.65,11.68,
PBB01,1,2011,9,23,61,a,u,m,c,16.15,0,0,23.72,0,
PBB01,1,2011,9,23,61,b,u,m,c,20.1,7.19,0,19.47,0,
PBB01,1,2011,9,23,62,a,u,m,n+p,35.18,20.42,0,91.28,0,
PBB01,1,2011,9,23,62,b,u,m,n+p,0.18,21.42,0,99.13,0,
PBB01,1,2011,9,23,63,a,u,m,p,10.83,18.86,0,37.3,0,
PBB01,1,2011,9,23,63,b,u,m,p,31.57,12.82,0,89.41,0,
PBB01,1,2011,9,23,64,a,u,m,n,44.75,0,0,70.75,0,
PBB01,1,2011,9,23,64,b,u,m,n,5.7,0,0,44.36,0,
PBB01,1,2012,9,11,33,a,u,m,n+p,30.51,45.89,0,90.22,0,
PBB01,1,2012,9,11,33,b,u,m,n+p,27.23,2.05,0,30.69,0,
PBB01,1,2012,9,11,34,a,u,m,c,16.12,0.19,0,49.36,0,
PBB01,1,2012,9,11,34,b,u,m,c,24.35,0.32,0,75.41,0,
PBB01,1,2012,9,11,35,a,u,m,p,12.42,2.32,0,63.51,0,some B.bladhii
PBB01,1,2012,9,11,35,b,u,m,p,21.12,27.33,0,62.54,0,
PBB01,1,2012,9,11,36,a,u,m,n,32.89,0,0,128.42,0,all B.bladhii
PBB01,1,2012,9,11,36,b,u,m,n,35.69,2.52,0,103.24,0,all B.bladhii
PBB01,1,2012,9,11,37,a,u,u,n+p,0,34.51,0,64.59,0,
PBB01,1,2012,9,11,37,b,u,u,n+p,0,39.34,0,71.59,1.35,
PBB01,1,2012,9,11,38,a,u,u,c,2.55,0,0,21.54,0,
PBB01,1,2012,9,11,38,b,u,u,c,3.79,0,0,33.51,2.57,
PBB01,1,2012,9,11,39,a,u,u,p,0.16,0,0,23.42,10.76,
PBB01,1,2012,9,11,39,b,u,u,p,0,0,0,12.88,438.82,woody=dogwood
PBB01,1,2012,9,11,40,a,u,u,n,0,0,0,41.1,9.37,
PBB01,1,2012,9,11,40,b,u,u,n,0,0,0,80.08,27.17,
PBB01,1,2012,9,11,41,a,b,u,n,69.58,45.84,0,0,0,
PBB01,1,2012,9,11,41,b,b,u,n,51.01,0,0,0,0,
PBB01,1,2012,9,11,42,a,b,u,c,30.37,0.05,0,0,0,
PBB01,1,2012,9,11,42,b,b,u,c,47.03,0,0,0,0,
PBB01,1,2012,9,11,43,a,b,u,p,23.47,0,0,0,0,
PBB01,1,2012,9,11,43,b,b,u,p,29.66,0.17,0,0,0,
PBB01,1,2012,9,11,44,a,b,u,n+p,51.64,8.1,0,0,0,
PBB01,1,2012,9,11,44,b,b,u,n+p,53.56,7.28,0,0,0,
PBB01,1,2012,9,11,45,a,b,m,n,103.31,0,0,0,0,
PBB01,1,2012,9,11,45,b,b,m,n,70.1,0,0,0,0,
PBB01,1,2012,9,11,46,a,b,m,c,16.67,0.18,0,0,0,
PBB01,1,2012,9,11,46,b,b,m,c,17.12,5.87,0,0,0,
PBB01,1,2012,9,11,47,a,b,m,p,48.12,0,0,0,0,grass=all B.bladhii
PBB01,1,2012,9,11,47,b,b,m,p,41.64,0.33,0,0,0,grass=all B.bladhii
PBB01,1,2012,9,11,48,a,b,m,n+p,89.71,0,0,0,0,grass=all B.bladhii
PBB01,1,2012,9,11,48,b,b,m,n+p,56.13,0,0,0,0,grass=all B.bladhii
PBB01,1,2012,9,11,49,a,b,m,n+p,54.78,1.82,0,0,0,
PBB01,1,2012,9,11,49,b,b,m,n+p,40.73,46.77,0,0,0,
PBB01,1,2012,9,11,50,a,b,m,n,126.1,0,0,0,0,
PBB01,1,2012,9,11,50,b,b,m,n,33,0,0,0,0,
PBB01,1,2012,9,11,51,a,b,m,p,34.01,1.32,0,0,0,
PBB01,1,2012,9,11,51,b,b,m,p,25.3,0.29,0,0,0,
PBB01,1,2012,9,11,52,a,b,m,c,49.36,3.88,0,0,0,
PBB01,1,2012,9,11,52,b,b,m,c,77.58,1.03,0,0,0,all B.bladhii
PBB01,1,2012,9,11,53,a,b,u,n+p,106.53,6.96,0,0,0,
PBB01,1,2012,9,11,53,b,b,u,n+p,113.2,0,0,0,0,
PBB01,1,2012,9,11,54,a,b,u,n,94.1,0,0,0,0,
PBB01,1,2012,9,11,54,b,b,u,n,124.51,0,0,0,0,
PBB01,1,2012,9,11,55,a,b,u,p,28.05,4.06,0,0,0,
PBB01,1,2012,9,11,55,b,b,u,p,31.77,4.37,0,0,0,
PBB01,1,2012,9,11,56,a,b,u,c,46.36,0.73,0,0,0,
PBB01,1,2012,9,11,56,b,b,u,c,39.33,0.73,0,0,0,
PBB01,1,2012,9,11,57,a,u,u,c,0.08,0,0,35.14,43.62,
PBB01,1,2012,9,11,57,b,u,u,c,4.76,0,0,30.59,6.83,
PBB01,1,2012,9,11,58,a,u,u,n+p,0.18,4.53,0,106.4,0,
PBB01,1,2012,9,11,58,b,u,u,n+p,0,0,0,74.4,0,
PBB01,1,2012,9,11,59,a,u,u,p,0.15,0,0,22.36,13.1,
PBB01,1,2012,9,11,59,b,u,u,p,0.41,0,0,29.5,23.6,
PBB01,1,2012,9,11,60,a,u,u,n,0,0,0,45.47,52.85,
PBB01,1,2012,9,11,60,b,u,u,n,30.14,0,0,83.52,58.81,
PBB01,1,2012,9,11,61,a,u,m,c,14.96,0,0,29.68,159.36,
PBB01,1,2012,9,11,61,b,u,m,c,48.78,6.17,0,18.5,0,
PBB01,1,2012,9,11,62,a,u,m,n+p,2.47,28.53,0,74.01,0,
PBB01,1,2012,9,11,62,b,u,m,n+p,14.06,29.44,0,87.43,0,
PBB01,1,2012,9,11,63,a,u,m,p,10.06,0.17,0,34.69,0,
PBB01,1,2012,9,11,63,b,u,m,p,21.33,31.96,0,52.3,0,
PBB01,1,2012,9,11,64,a,u,m,n,14.14,0,0,98.58,0,
PBB01,1,2012,9,11,64,b,u,m,n,9.72,0,0,162.31,0,
PBB01,1,2012,9,12,1,a,u,u,n,7.79,6.05,0,123.14,0,
PBB01,1,2012,9,12,1,b,u,u,n,13.61,1.99,0,79.59,0,
PBB01,1,2012,9,12,2,a,u,u,c,9.92,2.03,0,72.88,0,
PBB01,1,2012,9,12,2,b,u,u,c,12.11,2.7,0,54.68,0,
PBB01,1,2012,9,12,3,a,u,u,p,3.89,0,0,74.12,0,
PBB01,1,2012,9,12,3,b,u,u,p,14.93,0,0,60.99,8.32,
PBB01,1,2012,9,12,4,a,u,u,n+p,0,0.08,0,61.25,15.75,
PBB01,1,2012,9,12,4,b,u,u,n+p,0,0,0,70.45,12.68,
PBB01,1,2012,9,12,5,a,u,m,n,16.3,0.86,0,125.14,0,
PBB01,1,2012,9,12,5,b,u,m,n,33.44,1.8,0,93.47,0,
PBB01,1,2012,9,12,6,a,u,m,c,23.69,0,0,88.99,0,
PBB01,1,2012,9,12,6,b,u,m,c,33.63,0,0,69.9,0,some B.bladhii
PBB01,1,2012,9,12,7,a,u,m,p,31.14,0,0,71.59,0,all B.bladhii
PBB01,1,2012,9,12,7,b,u,m,p,40.28,0,0,99.66,0,all B.bladhii
PBB01,1,2012,9,12,8,a,u,m,n+p,4.72,5.79,0,86.9,0,
PBB01,1,2012,9,12,8,b,u,m,n+p,29.68,0,0,106.57,0,
PBB01,1,2012,9,12,9,a,b,m,c,15.25,0.72,0,0,0,
PBB01,1,2012,9,12,9,b,b,m,c,52.25,1.94,0,0,0,
PBB01,1,2012,9,12,10,a,b,m,p,17.23,3.75,0,0,0,
PBB01,1,2012,9,12,10,b,b,m,p,11.29,10.69,0,0,0,
PBB01,1,2012,9,12,11,a,b,m,n+p,71.7,0,0,0,0,
PBB01,1,2012,9,12,11,b,b,m,n+p,21.75,5.55,0,0,0,
PBB01,1,2012,9,12,12,a,b,m,n,34.25,0,0,0,0,
PBB01,1,2012,9,12,12,b,b,m,n,54.26,0,0,0,0,
PBB01,1,2012,9,12,13,a,b,u,c,16.41,1.15,0,0,0,
PBB01,1,2012,9,12,13,b,b,u,c,30.12,1.27,0,0,0,
PBB01,1,2012,9,12,14,a,b,u,p,19.3,8.82,0,0,0,
PBB01,1,2012,9,12,14,b,b,u,p,25.77,0.01,0,0,0,
PBB01,1,2012,9,12,15,a,b,u,n+p,72.54,6.9,0,0,0,
PBB01,1,2012,9,12,15,b,b,u,n+p,85.15,1.67,0,0,0,
PBB01,1,2012,9,12,16,a,b,u,n,44.51,0,0,0,0,
PBB01,1,2012,9,12,16,b,b,u,n,43.27,0.83,0,0,0,
PBB01,1,2012,9,12,17,a,u,u,n+p,0.03,44.16,0,92.53,0,
PBB01,1,2012,9,12,17,b,u,u,n+p,0,46.38,0,164.29,0,
PBB01,1,2012,9,12,18,a,u,u,n,0,23.52,0,137.29,0,
PBB01,1,2012,9,12,18,b,u,u,n,0,45.1,0,96.26,0,
PBB01,1,2012,9,12,19,a,u,u,p,13.88,14.38,0,40.3,0,
PBB01,1,2012,9,12,19,b,u,u,p,9.41,0.92,0,42.36,0,
PBB01,1,2012,9,12,20,a,u,u,c,15.27,0,0,44.1,0,
PBB01,1,2012,9,12,20,b,u,u,c,37.29,0.68,0,44.68,0,
PBB01,1,2012,9,12,21,a,u,m,n+p,32.17,53.08,0,98.96,0,
PBB01,1,2012,9,12,21,b,u,m,n+p,0.85,23.2,0,90.48,0,
PBB01,1,2012,9,12,22,a,u,m,n,29.34,17.79,0,75.71,0,
PBB01,1,2012,9,12,22,b,u,m,n,1.46,41.46,0,134.66,0,
PBB01,1,2012,9,12,23,a,u,m,p,8.72,0,0,53.27,0,
PBB01,1,2012,9,12,23,b,u,m,p,16.57,0.08,0,37.72,0,
PBB01,1,2012,9,12,24,a,u,m,c,34.6,10.43,0,66.73,1.02,
PBB01,1,2012,9,12,24,b,u,m,c,10.1,3.53,0,45.81,0,
PBB01,1,2012,9,12,25,a,b,u,c,21.86,4.51,0,0,0,
PBB01,1,2012,9,12,25,b,b,u,c,27.75,8.52,0,0,0,
PBB01,1,2012,9,12,26,a,b,u,n+p,13.82,0.81,0,0,0,
PBB01,1,2012,9,12,26,b,b,u,n+p,146.41,0.62,0,0,0,all B.bladhii
PBB01,1,2012,9,12,27,a,b,u,p,30.17,21.17,0,0,0,
PBB01,1,2012,9,12,27,b,b,u,p,33.11,1.46,0,0,0,
PBB01,1,2012,9,12,28,a,b,u,n,67.82,0,0,0,0,
PBB01,1,2012,9,12,28,b,b,u,n,97.52,7.71,0,0,0,
PBB01,1,2012,9,12,29,a,b,m,c,57.93,0.21,0,0,0,forb=leaves only; all B.bladhii
PBB01,1,2012,9,12,29,b,b,m,c,44.31,0,0,0,0,all B.bladhii
PBB01,1,2012,9,12,30,a,b,m,n+p,52.05,4.69,0,0,0,
PBB01,1,2012,9,12,30,b,b,m,n+p,23.54,0,0,0,0,
PBB01,1,2012,9,12,31,a,b,m,p,36.68,1.09,0,0,0,all B.bladhii
PBB01,1,2012,9,12,31,b,b,m,p,22.44,1.36,0,0,0,
PBB01,1,2012,9,12,32,a,b,m,n,22.85,3.02,0,0,0,
PBB01,1,2012,9,12,32,b,b,m,n,35.88,0.13,0,0,0,forb=leaves only
PBB01,1,2013,9,20,1,a,u,u,n,11.9,2.65,0,13.75,4.56,
PBB01,1,2013,9,20,1,b,u,u,n,14.73,0.03,0,24.01,5.71,
PBB01,1,2013,9,20,2,a,u,u,c,17.46,0.74,0,40.17,21.7,
PBB01,1,2013,9,20,2,b,u,u,c,9.09,0.35,0,83.49,0,
PBB01,1,2013,9,20,3,a,u,u,p,64.34,0,0,0.35,0,
PBB01,1,2013,9,20,3,b,u,u,p,0.06,0.04,0,47.18,73.53,
PBB01,1,2013,9,20,4,a,u,u,n+p,59.22,0.2,0,44.29,0,
PBB01,1,2013,9,20,4,b,u,u,n+p,55.66,0,0,58.93,0,
PBB01,1,2013,9,20,5,a,u,m,n,39.38,5.38,0,71.54,0,
PBB01,1,2013,9,20,5,b,u,m,n,9.64,12.61,0,59.4,0,
PBB01,1,2013,9,20,6,a,u,m,c,39.09,0,0,69.02,0,
PBB01,1,2013,9,20,6,b,u,m,c,44.67,0.2,0,80.83,0,
PBB01,1,2013,9,20,7,a,u,m,p,46.03,0,0,46.84,0,
PBB01,1,2013,9,20,7,b,u,m,p,21.98,0,0,25.35,0,
PBB01,1,2013,9,20,8,a,u,m,n+p,17.41,0.58,0,107.75,0,
PBB01,1,2013,9,20,8,b,u,m,n+p,86.26,21.42,0,160.57,0,
PBB01,1,2013,9,20,9,a,b,m,c,36.15,5.88,0,0,0,
PBB01,1,2013,9,20,9,b,b,m,c,33.46,0.01,0,0,0,
PBB01,1,2013,9,20,10,a,b,m,p,21.91,0.44,0,0,0,
PBB01,1,2013,9,20,10,b,b,m,p,21.6,0.81,0,0,0,
PBB01,1,2013,9,20,11,a,b,m,n+p,83.68,0,0,0,0,
PBB01,1,2013,9,20,11,b,b,m,n+p,143.45,0,0,0,0,
PBB01,1,2013,9,20,12,a,b,m,n,64.57,0,0,0,0,
PBB01,1,2013,9,20,12,b,b,m,n,157.65,0,0,0,0,
PBB01,1,2013,9,20,13,a,b,u,c,25.46,6.71,0,0,0,
PBB01,1,2013,9,20,13,b,b,u,c,18.72,1.14,0,0,0,
PBB01,1,2013,9,20,14,a,b,u,p,28.21,1.4,0,0,0,
PBB01,1,2013,9,20,14,b,b,u,p,28.83,2.05,0,0,0,
PBB01,1,2013,9,20,15,a,b,u,n+p,89.76,0,0,0,0,
PBB01,1,2013,9,20,15,b,b,u,n+p,94.55,7.88,0,0,0,
PBB01,1,2013,9,20,16,a,b,u,n,82.03,0,0,0,0,
PBB01,1,2013,9,20,16,b,b,u,n,86.86,16.99,0,0,0,
PBB01,1,2013,9,20,17,a,u,u,n+p,0,46.65,0,15.89,0,
PBB01,1,2013,9,20,17,b,u,u,n+p,0,33.6,0,28.53,0,
PBB01,1,2013,9,20,18,a,u,u,n,25.92,19,0,96.52,0,
PBB01,1,2013,9,20,18,b,u,u,n,42.64,0.19,0,96.78,0,
PBB01,1,2013,9,20,19,a,u,u,p,17.27,5.77,0,61.39,43.34,
PBB01,1,2013,9,20,19,b,u,u,p,31.99,21.44,0,43.13,0,
PBB01,1,2013,9,20,20,a,u,u,c,12.07,0.9,0,26.28,0,
PBB01,1,2013,9,20,20,b,u,u,c,16.96,27.4,0,21.69,0,
PBB01,1,2013,9,20,21,a,u,m,n+p,69.4,3.4,0,83.19,0,
PBB01,1,2013,9,20,21,b,u,m,n+p,63.06,73.36,0,76.34,0,
PBB01,1,2013,9,20,22,a,u,m,n,1.04,57.4,0,31.2,0,
PBB01,1,2013,9,20,22,b,u,m,n,26.33,10.54,0,18.97,0,
PBB01,1,2013,9,20,23,a,u,m,p,7.56,12.43,0,113.58,0,
PBB01,1,2013,9,20,23,b,u,m,p,16.73,24.31,0,26.05,0,
PBB01,1,2013,9,20,24,a,u,m,c,27.72,22.35,0,57.28,0,
PBB01,1,2013,9,20,24,b,u,m,c,47.76,14.29,0,51.43,0,
PBB01,1,2013,9,20,25,a,b,u,c,32.63,9.51,0,0,0,
PBB01,1,2013,9,20,25,b,b,u,c,61.91,0.57,0,0,0,
PBB01,1,2013,9,20,26,a,b,u,n+p,75.69,5.12,0,0,0,
PBB01,1,2013,9,20,26,b,b,u,n+p,188.73,1.3,0,0,0,
PBB01,1,2013,9,20,27,a,b,u,p,46.14,2.91,0,0,0,
PBB01,1,2013,9,20,27,b,b,u,p,48.48,12.71,0,0,0,
PBB01,1,2013,9,20,28,a,b,u,n,129.07,0,0,0,0,
PBB01,1,2013,9,20,28,b,b,u,n,107.09,0,0,0,0,
PBB01,1,2013,9,20,29,a,b,m,c,95.22,0,0,0,0,
PBB01,1,2013,9,20,29,b,b,m,c,55.41,0,0,0,0,
PBB01,1,2013,9,20,30,a,b,m,n+p,230.95,0,0,0,0,
PBB01,1,2013,9,20,30,b,b,m,n+p,102.03,7.43,0,0,0,
PBB01,1,2013,9,20,31,a,b,m,p,32.92,0.09,0,0,0,
PBB01,1,2013,9,20,31,b,b,m,p,99.54,0,0,0,0,
PBB01,1,2013,9,20,32,a,b,m,n,97.85,0,0,0,0,
PBB01,1,2013,9,20,32,b,b,m,n,107.12,0,0,0,0,
PBB01,1,2013,9,20,33,a,u,m,n+p,11.6,12.19,0,51.04,8.86,
PBB01,1,2013,9,20,33,b,u,m,n+p,2.28,4.37,0,24.51,0,
PBB01,1,2013,9,20,34,a,u,m,c,19.36,2.32,0,22.57,0,
PBB01,1,2013,9,20,34,b,u,m,c,14.73,0,0,31.66,0,
PBB01,1,2013,9,20,35,a,u,m,p,68.19,0,0,16.53,0,
PBB01,1,2013,9,20,35,b,u,m,p,81.99,0,0,17.45,0,
PBB01,1,2013,9,20,36,a,u,m,n,61.46,0.73,0,0.2,0,
PBB01,1,2013,9,20,36,b,u,m,n,29.17,60.1,0,3.28,0,
PBB01,1,2013,9,20,37,a,u,u,n+p,0,12.92,0,62.98,0,
PBB01,1,2013,9,20,37,b,u,u,n+p,0,9.53,0,26.51,5.04,
PBB01,1,2013,9,20,38,a,u,u,c,3.7,0,0,12.1,50.1,
PBB01,1,2013,9,20,38,b,u,u,c,8.11,0,0,1.96,27.93,
PBB01,1,2013,9,20,39,a,u,u,p,14.79,0,0,30.72,203.26,
PBB01,1,2013,9,20,39,b,u,u,p,0,0,0,0,457.76,
PBB01,1,2013,9,20,40,a,u,u,n,19.59,0.06,0,0,12.83,
PBB01,1,2013,9,20,40,b,u,u,n,0,19.68,0,2.7,5.66,
PBB01,1,2013,9,20,41,a,b,u,n,80.25,0,0,0,0,
PBB01,1,2013,9,20,41,b,b,u,n,83.14,0,0,0,0,
PBB01,1,2013,9,20,42,a,b,u,c,48.9,0.11,0,0,0,
PBB01,1,2013,9,20,42,b,b,u,c,59.54,0,0,0,0,
PBB01,1,2013,9,20,43,a,b,u,p,42.28,0,0,0,0,
PBB01,1,2013,9,20,43,b,b,u,p,75.19,0.35,0,0,0,
PBB01,1,2013,9,20,44,a,b,u,n+p,143.53,1.8,0,0,0,
PBB01,1,2013,9,20,44,b,b,u,n+p,16.28,17,0,0,0,
PBB01,1,2013,9,20,45,a,b,m,n,112.2,0,0,0,0,
PBB01,1,2013,9,20,45,b,b,m,n,64.9,0.16,0,0,0,
PBB01,1,2013,9,20,46,a,b,m,c,21.44,2.15,0,0,0,
PBB01,1,2013,9,20,46,b,b,m,c,16.42,0,0,0,0,
PBB01,1,2013,9,20,47,a,b,m,p,82.14,0,0,0,0,
PBB01,1,2013,9,20,47,b,b,m,p,48.8,4.81,0,0,0,
PBB01,1,2013,9,20,48,a,b,m,n+p,97.22,0,0,0,0,
PBB01,1,2013,9,20,48,b,b,m,n+p,201.91,0,0,0,0,
PBB01,1,2013,9,20,49,a,b,m,n+p,66.19,7.2,0,0,0,
PBB01,1,2013,9,20,49,b,b,m,n+p,40.65,0,0,0,0,
PBB01,1,2013,9,20,50,a,b,m,n,104.63,0,0,0,0,
PBB01,1,2013,9,20,50,b,b,m,n,144.92,0,0,0,0,
PBB01,1,2013,9,20,51,a,b,m,p,44.12,6.89,0,0,0,
PBB01,1,2013,9,20,51,b,b,m,p,39.36,5,0,0,0,
PBB01,1,2013,9,20,52,a,b,m,c,64.66,0.01,0,0,0,
PBB01,1,2013,9,20,52,b,b,m,c,58.73,1.08,0,0,0,
PBB01,1,2013,9,20,53,a,b,u,n+p,113.37,0,0,0,0,
