"LTER_site","local_site","year","date","block","plot","code","snow","N","temp","spp","mass","notes"
"NWT","itex",2017,2017-08-25,1,8,"XXW","X","X","W","litter","307.75",""
"NWT","itex",2017,2017-08-25,1,8,"XXW","X","X","W","live","315",""
"NWT","itex",2017,2017-08-25,1,9,"PNW","P","N","W","litter","829.5",""
"NWT","itex",2017,2017-08-25,1,9,"PNW","P","N","W","live","295.75",""
"NWT","itex",2017,2017-08-25,1,10,"PNX","P","N","X","litter","415.25",""
"NWT","itex",2017,2017-08-25,1,10,"PNX","P","N","X","live","419.5",""
"NWT","itex",2017,2017-08-25,1,11,"PXW","P","X","W","litter","499.75",""
"NWT","itex",2017,2017-08-25,1,11,"PXW","P","X","W","live","416",""
"NWT","itex",2017,2017-08-25,1,12,"PXX","P","X","X","litter","177.5",""
"NWT","itex",2017,2017-08-25,1,12,"PXX","P","X","X","live","319.25",""
"NWT","itex",2017,2017-08-25,1,13,"PNW","P","N","W","litter","676.25",""
"NWT","itex",2017,2017-08-25,1,13,"PNW","P","N","W","live","602.25",""
"NWT","itex",2017,2017-08-25,1,14,"PXW","P","X","W","litter","384",""
"NWT","itex",2017,2017-08-25,1,14,"PXW","P","X","W","live","295.5",""
"NWT","itex",2017,2017-08-25,1,15,"PNX","P","N","X","litter","560.5",""
"NWT","itex",2017,2017-08-25,1,15,"PNX","P","N","X","live","517",""
"NWT","itex",2017,2017-08-25,1,16,"PXX","P","X","X","litter","560.75",""
"NWT","itex",2017,2017-08-25,1,16,"PXX","P","X","X","live","246.5",""
"NWT","itex",2017,2017-08-21,2,17,"XNX","X","N","X","litter","380.5",""
"NWT","itex",2017,2017-08-21,2,17,"XNX","X","N","X","live","291.5",""
"NWT","itex",2017,2017-08-21,2,18,"XXW","X","X","W","litter","361",""
"NWT","itex",2017,2017-08-21,2,18,"XXW","X","X","W","live","313.75",""
"NWT","itex",2017,2017-08-21,2,19,"XNW","X","N","W","litter","637.5",""
"NWT","itex",2017,2017-08-21,2,19,"XNW","X","N","W","live","333.75",""
"NWT","itex",2017,2017-08-21,2,20,"XNX","X","N","X","litter","165.25",""
"NWT","itex",2017,2017-08-21,2,20,"XNX","X","N","X","live","225.75",""
"NWT","itex",2017,2017-08-21,2,21,"XXW","X","X","W","litter","75.25",""
"NWT","itex",2017,2017-08-21,2,21,"XXW","X","X","W","live","181.25",""
"NWT","itex",2017,2017-08-22,2,22,"XXX","X","X","X","litter","588.75",""
"NWT","itex",2017,2017-08-22,2,22,"XXX","X","X","X","live","338",""
"NWT","itex",2017,2017-08-22,2,23,"XNW","X","N","W","litter","422.75",""
"NWT","itex",2017,2017-08-22,2,23,"XNW","X","N","W","live","190.75",""
"NWT","itex",2017,2017-08-22,2,24,"XXX","X","X","X","litter","217.75",""
"NWT","itex",2017,2017-08-22,2,24,"XXX","X","X","X","live","237.75",""
"NWT","itex",2017,2017-08-22,2,25,"PNX","P","N","X","litter","LOST",""
"NWT","itex",2017,2017-08-22,2,25,"PNX","P","N","X","live","482.5",""
"NWT","itex",2017,2017-08-22,2,26,"PXX","P","X","X","litter","27.75",""
"NWT","itex",2017,2017-08-22,2,26,"PXX","P","X","X","live","124.75",""
"NWT","itex",2017,2017-08-22,2,27,"PNW","P","N","W","litter","1401.75",""
"NWT","itex",2017,2017-08-22,2,27,"PNW","P","N","W","live","740.75",""
"NWT","itex",2017,2017-08-22,2,28,"PXW","P","X","W","litter","296.5",""
"NWT","itex",2017,2017-08-22,2,28,"PXW","P","X","W","live","310.5",""
"NWT","itex",2017,2017-08-22,2,29,"PXW","P","X","W","litter","217",""
"NWT","itex",2017,2017-08-22,2,29,"PXW","P","X","W","live","286.75",""
"NWT","itex",2017,2017-08-22,2,30,"PNW","P","N","W","litter","891.75",""
"NWT","itex",2017,2017-08-22,2,30,"PNW","P","N","W","live","449.75",""
"NWT","itex",2017,2017-08-22,2,31,"PXX","P","X","X","litter","382",""
"NWT","itex",2017,2017-08-22,2,31,"PXX","P","X","X","live","524.5",""
"NWT","itex",2017,2017-08-22,2,32,"PNX","P","N","X","litter","219.25",""
"NWT","itex",2017,2017-08-22,2,32,"PNX","P","N","X","live","174.5",""
"NWT","itex",2017,2017-08-25,3,33,"XXX","X","X","X","litter","448.5",""
"NWT","itex",2017,2017-08-25,3,33,"XXX","X","X","X","live","333.25",""
"NWT","itex",2017,2017-08-25,3,34,"XNW","X","N","W","litter","410.5",""
"NWT","itex",2017,2017-08-25,3,34,"XNW","X","N","W","live","200",""
"NWT","itex",2017,2017-08-25,3,35,"XNX","X","N","X","litter","339.75",""
"NWT","itex",2017,2017-08-25,3,35,"XNX","X","N","X","live","273",""
"NWT","itex",2017,2017-08-25,3,36,"XNW","X","N","W","litter","976",""
"NWT","itex",2017,2017-08-25,3,36,"XNW","X","N","W","live","327",""
"NWT","itex",2017,2017-08-25,3,37,"XNX","X","N","X","litter","704.5",""
"NWT","itex",2017,2017-08-25,3,37,"XNX","X","N","X","live","435.75",""
"NWT","itex",2017,2017-08-25,3,38,"XXW","X","X","W","litter","87.5",""
"NWT","itex",2017,2017-08-25,3,38,"XXW","X","X","W","live","202.25",""
"NWT","itex",2017,2017-08-25,3,39,"XXX","X","X","X","litter","96",""
"NWT","itex",2017,2017-08-25,3,39,"XXX","X","X","X","live","158.25",""
"NWT","itex",2017,2017-08-25,3,40,"XXW","X","X","W","litter","25",""
"NWT","itex",2017,2017-08-25,3,40,"XXW","X","X","W","live","32.5",""
"NWT","itex",2017,2017-08-25,3,41,"PXX","P","X","X","litter","747.75",""
"NWT","itex",2017,2017-08-25,3,41,"PXX","P","X","X","live","372.5",""
"NWT","itex",2017,2017-08-25,3,42,"PNW","P","N","W","litter","98.75",""
"NWT","itex",2017,2017-08-25,3,42,"PNW","P","N","W","live","270.75",""
"NWT","itex",2017,2017-08-25,3,43,"PNX","P","N","X","litter","165.5",""
"NWT","itex",2017,2017-08-25,3,43,"PNX","P","N","X","live","270.25",""
"NWT","itex",2017,2017-08-25,3,44,"PXW","P","X","W","litter","175.5",""
"NWT","itex",2017,2017-08-25,3,44,"PXW","P","X","W","live","161.25",""
"NWT","itex",2017,2017-08-28,3,45,"PXW","P","X","W","litter","144",""
"NWT","itex",2017,2017-08-28,3,45,"PXW","P","X","W","live","197.25",""
"NWT","itex",2017,2017-08-28,3,46,"PXX","P","X","X","litter","730.5",""
"NWT","itex",2017,2017-08-28,3,46,"PXX","P","X","X","live","347.5",""
"NWT","itex",2017,2017-08-28,3,47,"PNX","P","N","X","litter","960.5",""
"NWT","itex",2017,2017-08-28,3,47,"PNX","P","N","X","live","380",""
"NWT","itex",2017,2017-08-28,3,48,"PNW","P","N","W","litter","804",""
"NWT","itex",2017,2017-08-28,3,48,"PNW","P","N","W","live","303.25",""
"NWT","itex",2019,2019-09-04,1,1,"XXW","X","X","W","litter","1056.75",""
"NWT","itex",2019,2019-09-04,1,1,"XXW","X","X","W","live","413",""
"NWT","itex",2019,2019-09-04,1,2,"XNW","X","N","W","litter","576",""
"NWT","itex",2019,2019-09-04,1,2,"XNW","X","N","W","live","415.75",""
"NWT","itex",2019,2019-09-04,1,3,"XNW","X","N","W","litter","1002.75",""
"NWT","itex",2019,2019-09-04,1,3,"XNW","X","N","W","live","442.5",""
"NWT","itex",2019,2019-09-09,1,4,"XXX","X","X","X","litter","167",""
"NWT","itex",2019,2019-09-09,1,4,"XXX","X","X","X","live","228.75",""
"NWT","itex",2019,2019-09-04,1,5,"XNX","X","N","X","litter","418",""
"NWT","itex",2019,2019-09-04,1,5,"XNX","X","N","X","live","137.75",""
"NWT","itex",2019,2019-09-04,1,6,"XXX","X","X","X","litter","423.75",""
"NWT","itex",2019,2019-09-04,1,6,"XXX","X","X","X","live","410.5",""
"NWT","itex",2019,2019-09-04,1,7,"XNX","X","N","X","litter","341.5",""
"NWT","itex",2019,2019-09-04,1,7,"XNX","X","N","X","live","205.75",""
"NWT","itex",2019,2019-09-05,1,8,"XXW","X","X","W","litter","1323.5",""
"NWT","itex",2019,2019-09-05,1,8,"XXW","X","X","W","live","420",""
"NWT","itex",2019,2019-09-05,1,9,"PNW","P","N","W","litter","2085.75",""
"NWT","itex",2019,2019-09-05,1,9,"PNW","P","N","W","live","267",""
"NWT","itex",2019,2019-09-05,1,10,"PNX","P","N","X","litter","773.25","minor gopher disturbance in plot"
"NWT","itex",2019,2019-09-05,1,10,"PNX","P","N","X","live","227.25","minor gopher disturbance in plot"
"NWT","itex",2019,2019-09-05,1,11,"PXW","P","X","W","litter","2566.5",""
"NWT","itex",2019,2019-09-05,1,11,"PXW","P","X","W","live","331.5",""
"NWT","itex",2019,2019-09-05,1,12,"PXX","P","X","X","litter","742.75",""
"NWT","itex",2019,2019-09-05,1,12,"PXX","P","X","X","live","287",""
"NWT","itex",2019,2019-09-05,1,13,"PNW","P","N","W","litter","607.5",""
"NWT","itex",2019,2019-09-05,1,13,"PNW","P","N","W","live","409.5",""
"NWT","itex",2019,2019-09-05,1,14,"PXW","P","X","W","litter","2380.75",""
"NWT","itex",2019,2019-09-05,1,14,"PXW","P","X","W","live","275.25",""
"NWT","itex",2019,2019-09-05,1,15,"PNX","P","N","X","litter","1153.5",""
"NWT","itex",2019,2019-09-05,1,15,"PNX","P","N","X","live","222",""
"NWT","itex",2019,2019-09-05,1,16,"PXX","P","X","X","litter","1088","major gopher disturbance, lots of soil on top of plants in plot"
"NWT","itex",2019,2019-09-05,1,16,"PXX","P","X","X","live","154.75","major gopher disturbance, lots of soil on top of plants in plot"
"NWT","itex",2019,2019-08-29,2,17,"XNX","X","N","X","litter","450.5",""
"NWT","itex",2019,2019-08-29,2,17,"XNX","X","N","X","live","295.5",""
"NWT","itex",2019,2019-08-29,2,18,"XXW","X","X","W","litter","485.5",""
"NWT","itex",2019,2019-08-29,2,18,"XXW","X","X","W","live","184.25",""
"NWT","itex",2019,2019-08-29,2,19,"XNW","X","N","W","litter","470",""
"NWT","itex",2019,2019-08-29,2,19,"XNW","X","N","W","live","187.5",""
"NWT","itex",2019,2019-08-29,2,20,"XNX","X","N","X","litter","493.25",""
"NWT","itex",2019,2019-08-29,2,20,"XNX","X","N","X","live","356",""
"NWT","itex",2019,2019-08-29,2,21,"XXW","X","X","W","litter","408",""
"NWT","itex",2019,2019-08-29,2,21,"XXW","X","X","W","live","238.5",""
"NWT","itex",2019,2019-08-29,2,22,"XXX","X","X","X","litter","363",""
"NWT","itex",2019,2019-08-29,2,22,"XXX","X","X","X","live","285",""
"NWT","itex",2019,2019-08-29,2,23,"XNW","X","N","W","litter","511",""
"NWT","itex",2019,2019-08-29,2,23,"XNW","X","N","W","live","354.25",""
"NWT","itex",2019,2019-08-29,2,24,"XXX","X","X","X","litter","250.25",""
"NWT","itex",2019,2019-08-29,2,24,"XXX","X","X","X","live","250.75",""
"NWT","itex",2019,2019-08-29,2,25,"PNX","P","N","X","litter","467.25",""
"NWT","itex",2019,2019-08-29,2,25,"PNX","P","N","X","live","244.5",""
"NWT","itex",2019,2019-08-29,2,26,"PXX","P","X","X","litter","227.5",""
"NWT","itex",2019,2019-08-29,2,26,"PXX","P","X","X","live","156",""
"NWT","itex",2019,2019-08-29,2,27,"PNW","P","N","W","litter","728",""
"NWT","itex",2019,2019-08-29,2,27,"PNW","P","N","W","live","229.75",""
"NWT","itex",2019,2019-08-29,2,28,"PXW","P","X","W","litter","323.5",""
"NWT","itex",2019,2019-08-29,2,28,"PXW","P","X","W","live","252.5",""
"NWT","itex",2019,2019-08-29,2,29,"PXW","P","X","W","litter","192.5",""
"NWT","itex",2019,2019-08-29,2,29,"PXW","P","X","W","live","350.5",""
"NWT","itex",2019,2019-08-29,2,30,"PNW","P","N","W","litter","493",""
"NWT","itex",2019,2019-08-29,2,30,"PNW","P","N","W","live","348.75",""
"NWT","itex",2019,2019-08-29,2,31,"PXX","P","X","X","litter","315.25",""
"NWT","itex",2019,2019-08-29,2,31,"PXX","P","X","X","live","186.25",""
"NWT","itex",2019,2019-09-02,2,32,"PNX","P","N","X","litter","1055.75",""
"NWT","itex",2019,2019-09-02,2,32,"PNX","P","N","X","live","245.25",""
"NWT","itex",2019,2019-09-03,3,33,"XXX","X","X","X","litter","436.75",""
"NWT","itex",2019,2019-09-03,3,33,"XXX","X","X","X","live","229",""
"NWT","itex",2019,2019-09-03,3,34,"XNW","X","N","W","litter","462.5",""
"NWT","itex",2019,2019-09-03,3,34,"XNW","X","N","W","live","217.75",""
"NWT","itex",2019,2019-09-03,3,35,"XNX","X","N","X","litter","369",""
"NWT","itex",2019,2019-09-03,3,35,"XNX","X","N","X","live","204.75",""
"NWT","itex",2019,2019-09-03,3,36,"XNW","X","N","W","litter","651.5",""
"NWT","itex",2019,2019-09-03,3,36,"XNW","X","N","W","live","213.25",""
"NWT","itex",2019,2019-09-03,3,37,"XNX","X","N","X","litter","1205.5",""
"NWT","itex",2019,2019-09-03,3,37,"XNX","X","N","X","live","206.25",""
"NWT","itex",2019,2019-09-03,3,38,"XXW","X","X","W","litter","1006.75",""
"NWT","itex",2019,2019-09-03,3,38,"XXW","X","X","W","live","281.25",""
"NWT","itex",2019,2019-09-03,3,39,"XXX","X","X","X","litter","184.75",""
"NWT","itex",2019,2019-09-03,3,39,"XXX","X","X","X","live","193.25",""
"NWT","itex",2019,2019-09-03,3,40,"XXW","X","X","W","litter","258.25",""
"NWT","itex",2019,2019-09-03,3,40,"XXW","X","X","W","live","169.25",""
"NWT","itex",2019,2019-09-03,3,41,"PXX","P","X","X","litter","389.75",""
"NWT","itex",2019,2019-09-03,3,41,"PXX","P","X","X","live","283.5",""
"NWT","itex",2019,2019-09-03,3,42,"PNW","P","N","W","litter","2108.75",""
"NWT","itex",2019,2019-09-03,3,42,"PNW","P","N","W","live","271",""
"NWT","itex",2019,2019-09-03,3,43,"PNX","P","N","X","litter","1631",""
"NWT","itex",2019,2019-09-03,3,43,"PNX","P","N","X","live","246.25",""
"NWT","itex",2019,2019-09-03,3,44,"PXW","P","X","W","litter","972.25",""
"NWT","itex",2019,2019-09-03,3,44,"PXW","P","X","W","live","430",""
"NWT","itex",2019,2019-09-04,3,45,"PXW","P","X","W","litter","579.25","2.98 g salix_trans was not included with live biomass because it should have already been removed from plot"
"NWT","itex",2019,2019-09-04,3,45,"PXW","P","X","W","live","241.75","2.98 g salix_trans was not included with live biomass because it should have already been removed from plot"
"NWT","itex",2019,2019-09-03,3,46,"PXX","P","X","X","litter","243.25",""
"NWT","itex",2019,2019-09-03,3,46,"PXX","P","X","X","live","306",""
"NWT","itex",2019,2019-09-03,3,47,"PNX","P","N","X","litter","265",""
"NWT","itex",2019,2019-09-03,3,47,"PNX","P","N","X","live","364.5",""
"NWT","itex",2019,2019-09-04,3,48,"PNW","P","N","W","litter","366.25",""
"NWT","itex",2019,2019-09-04,3,48,"PNW","P","N","W","live","176.75",""
